21/06/2022 09:00,Uppingham,Carol Countryman,Large Red Label tea - 1.80,1.8,CASH,
21/06/2022 09:01,Uppingham,Shane Sollenberger,"Large Hot chocolate - 2.90, Regular Red Label tea - 1.20",4.1,CASH,
21/06/2022 09:02,Uppingham,Saul Williams,"Large Cortado - 2.35, Regular Speciality Tea - Green - 1.30, Regular Speciality Tea - Green - 1.30, Large Speciality Tea - Green - 1.60, Regular Cortado - 2.05",8.6,CARD,8834750051904928
21/06/2022 09:03,Uppingham,Andrew Kramer,"Large Mocha - 2.70, Large Red Label tea - 1.80",4.5,CARD,1992372759908030
21/06/2022 09:04,Uppingham,Mary Rogers,"Large Mocha - 2.70, Regular Smoothies - Berry Beautiful - 2.00, Large Speciality Tea - Peppermint - 1.60, Large Flavoured latte - Caramel - 2.85, Regular Smoothies - Berry Beautiful - 2.00",11.15,CARD,6157973845516600
21/06/2022 09:05,Uppingham,Frances Ziegler,"Large Mocha - 2.70, Large Flavoured latte - Caramel - 2.85, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Speciality Tea - Green - 1.30, Large Smoothies - Berry Beautiful - 2.50",12.25,CARD,4512473748570840
21/06/2022 09:06,Uppingham,Jimmy Edmonson,"Large Flavoured latte - Caramel - 2.85, Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55",7.75,CASH,
21/06/2022 09:07,Uppingham,Steven Coy,"Regular Red Label tea - 1.20, Regular Red Label tea - 1.20, Regular Hot chocolate - 2.20, Regular Smoothies - Berry Beautiful - 2.00, Regular Speciality Tea - Green - 1.30",7.9,CASH,
21/06/2022 09:08,Uppingham,William Martell,"Regular Hot chocolate - 2.20, Large Red Label tea - 1.80",4.0,CARD,2028567200463797
21/06/2022 09:09,Uppingham,Lucy Reid,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Cortado - 2.05, Large Mocha - 2.70, Regular Cortado - 2.05",9.7,CARD,6707643276178684
21/06/2022 09:10,Uppingham,Graciela Raymond,"Large Smoothies - Berry Beautiful - 2.50, Large Flavoured hot chocolate - Vanilla - 2.90, Large Mocha - 2.70",8.1,CARD,9458563175988239
21/06/2022 09:11,Uppingham,James Canada,"Large Speciality Tea - Green - 1.60, Large Smoothies - Berry Beautiful - 2.50, Regular Cortado - 2.05",6.15,CASH,
21/06/2022 09:12,Uppingham,Jan Rodriguez,Regular Flavoured latte - Caramel - 2.55,2.55,CARD,5551123202864500
21/06/2022 09:13,Uppingham,Melba Wilber,"Regular Red Label tea - 1.20, Regular Mocha - 2.30",3.5,CARD,4007536828223226
21/06/2022 09:14,Uppingham,Robert Silbert,"Large Smoothies - Berry Beautiful - 2.50, Large Smoothies - Berry Beautiful - 2.50, Regular Flavoured latte - Hazelnut - 2.55",7.55,CARD,7158270360111062
21/06/2022 09:15,Uppingham,Linda Morales,"Large Speciality Tea - Green - 1.60, Large Flavoured latte - Hazelnut - 2.85, Large Speciality Tea - Peppermint - 1.60, Large Flavoured hot chocolate - Vanilla - 2.90, Large Mocha - 2.70",11.65,CARD,1905622877519216
21/06/2022 09:16,Uppingham,Evelyn Hunter,"Large Red Label tea - 1.80, Large Red Label tea - 1.80, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Speciality Tea - Green - 1.30",7.8,CARD,6204711941477249
21/06/2022 09:17,Uppingham,Buford Hayden,"Regular Flavoured latte - Hazelnut - 2.55, Large Mocha - 2.70, Large Flavoured latte - Caramel - 2.85",8.1,CARD,3316200771812315
21/06/2022 09:18,Uppingham,Glenn Mendoza,"Large Hot chocolate - 2.90, Regular Cortado - 2.05",4.95,CARD,4425841814979547
21/06/2022 09:19,Uppingham,Mable Edwardson,"Regular Mocha - 2.30, Regular Cortado - 2.05",4.35,CARD,7278146785074839
21/06/2022 09:20,Uppingham,Kate Delong,Large Flavoured latte - Caramel - 2.85,2.85,CARD,3707685080588013
21/06/2022 09:21,Uppingham,Patrick Cox,"Regular Cortado - 2.05, Large Flavoured hot chocolate - Vanilla - 2.90, Large Mocha - 2.70",7.65,CARD,9517352336247118
21/06/2022 09:22,Uppingham,Sheila Bowens,"Large Flavoured latte - Caramel - 2.85, Large Mocha - 2.70, Regular Speciality Tea - Green - 1.30, Large Speciality Tea - Green - 1.60, Large Cortado - 2.35",10.8,CARD,9892022292313934
21/06/2022 09:23,Uppingham,Nicole Smith,Large Hot chocolate - 2.90,2.9,CARD,2286873276102461
