20/06/2022 09:00,Longridge,Sally Todaro,"Large Flavoured iced latte - Caramel - 3.25, Large Glass of milk - 1.10",4.35,CARD,2045797848092920
20/06/2022 09:01,Longridge,Juan Hess,"Large Smoothies - Glowing Greens - 2.50, Regular Mocha - 2.30",4.8,CARD,8144553840611294
20/06/2022 09:02,Longridge,Norman Gillespie,"Regular Speciality Tea - Earl Grey - 1.30, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25, Large Mocha - 2.70, Regular Mocha - 2.30",12.8,CASH,
20/06/2022 09:03,Longridge,Mary Wright,"Large Speciality Tea - Earl Grey - 1.60, Large Flavoured iced latte - Caramel - 3.25",4.85,CARD,6597226097647869
20/06/2022 09:04,Longridge,Randy Frink,Large Smoothies - Glowing Greens - 2.50,2.5,CARD,5926747927787130
20/06/2022 09:05,Longridge,Kenneth Brill,"Regular Flavoured iced latte - Caramel - 2.75, Regular Frappes - Strawberries & Cream - 2.75",5.5,CARD,7415289518175729
20/06/2022 09:06,Longridge,Troy Mesa,"Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Caramel - 3.25",6.5,CASH,
20/06/2022 09:07,Longridge,Ramona Jeter,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,1600761679330317
20/06/2022 09:08,Longridge,Santiago Ramsey,"Large Mocha - 2.70, Large Glass of milk - 1.10, Regular Mocha - 2.30, Regular Speciality Tea - Earl Grey - 1.30, Regular Glass of milk - 0.70",8.1,CARD,2494656861381717
20/06/2022 09:09,Longridge,Alejandra Klase,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,1368932319427713
20/06/2022 09:10,Longridge,Mark Hershman,"Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Large Smoothies - Glowing Greens - 2.50, Regular Smoothies - Glowing Greens - 2.00",8.55,CASH,
20/06/2022 09:11,Longridge,Ernesto Norton,"Large Mocha - 2.70, Regular Mocha - 2.30, Large Frappes - Strawberries & Cream - 3.25, Large Smoothies - Glowing Greens - 2.50",10.75,CARD,4202600890530904
