22/06/2022 09:00,Chesterfield,Brenda Fernandez,"Regular Latte - 2.15, Regular Flavoured iced latte - Vanilla - 2.75",4.9,CASH,
22/06/2022 09:02,Chesterfield,Elizabeth Lopez,Regular Flavoured iced latte - Hazelnut - 2.75,2.75,CARD,2783116540754726
22/06/2022 09:04,Chesterfield,Percy Fowler,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Vanilla - 2.75",5.3,CARD,3861093696178962
22/06/2022 09:06,Chesterfield,Steven Molino,"Large Latte - 2.45, Large Latte - 2.45, Large Flat white - 2.45",7.35,CARD,6668586109091107
22/06/2022 09:08,Chesterfield,Shannon Torres,Regular Flavoured iced latte - Vanilla - 2.75,2.75,CARD,8195940622130701
22/06/2022 09:10,Chesterfield,Earl Marshall,Regular Flavoured iced latte - Caramel - 2.75,2.75,CASH,
22/06/2022 09:12,Chesterfield,Sheila Giles,"Large Flavoured iced latte - Caramel - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75, Large Flavoured iced latte - Hazelnut - 3.25",9.25,CASH,
22/06/2022 09:14,Chesterfield,Amy Crockwell,"Large Flat white - 2.45, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25",8.45,CARD,6135366662356305
22/06/2022 09:17,Chesterfield,Margarita Deal,Regular Flavoured iced latte - Hazelnut - 2.75,2.75,CASH,
22/06/2022 09:19,Chesterfield,Bill Sanford,"Large Flavoured iced latte - Hazelnut - 3.25, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Vanilla - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Flat white - 2.45, Large Flat white - 2.45",16.9,CASH,
22/06/2022 09:21,Chesterfield,Patsy Rowe,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,1215852812781708
22/06/2022 09:23,Chesterfield,Lucille Romero,"Large Latte - 2.45, Large Flavoured iced latte - Vanilla - 3.25, Regular Flavoured iced latte - Hazelnut - 2.75",8.45,CARD,4209024941489734
22/06/2022 09:25,Chesterfield,Melinda Koski,"Large Latte - 2.45, Regular Flat white - 2.15, Regular Flat white - 2.15, Regular Flavoured latte - Hazelnut - 2.55",9.3,CARD,5329812780178210
