12/06/2022 09:00,Uppingham,Amanda Reed,"Regular Cortado - 2.05, Regular Red Label tea - 1.20",3.25,CARD,5038725657348774
12/06/2022 09:01,Uppingham,Neva Pierce,"Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured latte - Caramel - 2.55, Large Speciality Tea - Green - 1.60, Regular Cortado - 2.05, Regular Flavoured hot chocolate - Vanilla - 2.60",11.65,CASH,
12/06/2022 09:02,Uppingham,Steven Karter,Large Mocha - 2.70,2.7,CARD,4694906048600404
12/06/2022 09:03,Uppingham,Ronald Curtis,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured latte - Caramel - 2.55, Large Flavoured latte - Caramel - 2.85",8.3,CARD,7775087203702042
12/06/2022 09:04,Uppingham,Lynda Santiago,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured latte - Caramel - 2.55, Large Smoothies - Berry Beautiful - 2.50, Regular Flavoured hot chocolate - Vanilla - 2.60",10.25,CARD,7306894530363851
12/06/2022 09:05,Uppingham,Kevin Roberts,Large Hot chocolate - 2.90,2.9,CARD,3175614788199677
12/06/2022 09:06,Uppingham,Maude Perkins,"Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Hazelnut - 2.85, Regular Red Label tea - 1.20, Large Smoothies - Berry Beautiful - 2.50",7.85,CARD,6469751869056995
12/06/2022 09:07,Uppingham,Rosemary Brooks,Large Flavoured latte - Caramel - 2.85,2.85,CARD,6211076267632332
12/06/2022 09:08,Uppingham,Mary Gillespie,Regular Flavoured latte - Caramel - 2.55,2.55,CARD,8467861500961104
12/06/2022 09:09,Uppingham,Kathryn Smith,"Regular Smoothies - Berry Beautiful - 2.00, Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured latte - Hazelnut - 2.55",7.15,CARD,8414414337320110
12/06/2022 09:10,Uppingham,Anne Bravo,Regular Red Label tea - 1.20,1.2,CASH,
12/06/2022 09:11,Uppingham,Kathryn Shirley,"Regular Cortado - 2.05, Large Hot chocolate - 2.90, Regular Speciality Tea - Green - 1.30, Large Red Label tea - 1.80",8.05,CARD,9192337140207323
12/06/2022 09:12,Uppingham,Mathew Troilo,"Regular Cortado - 2.05, Regular Speciality Tea - Peppermint - 1.30, Regular Cortado - 2.05",5.4,CARD,9873158382081576
12/06/2022 09:13,Uppingham,Heather Taylor,"Regular Speciality Tea - Peppermint - 1.30, Large Smoothies - Berry Beautiful - 2.50, Regular Mocha - 2.30, Large Speciality Tea - Green - 1.60",7.7,CASH,
12/06/2022 09:14,Uppingham,Clint Stewart,Large Cortado - 2.35,2.35,CASH,
12/06/2022 09:15,Uppingham,Philip Beaver,Regular Mocha - 2.30,2.3,CARD,1715421181126714
12/06/2022 09:16,Uppingham,Cody Koonce,"Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55",4.9,CARD,2389362558727835
12/06/2022 09:17,Uppingham,Sandra Roux,"Large Hot chocolate - 2.90, Large Flavoured latte - Hazelnut - 2.85, Regular Red Label tea - 1.20, Large Flavoured latte - Hazelnut - 2.85, Large Hot chocolate - 2.90",12.7,CARD,4289965579615148
12/06/2022 09:18,Uppingham,Diane Johnson,"Regular Smoothies - Berry Beautiful - 2.00, Large Smoothies - Berry Beautiful - 2.50, Large Flavoured hot chocolate - Vanilla - 2.90",7.4,CASH,
12/06/2022 09:19,Uppingham,Roberto Vannatten,"Regular Mocha - 2.30, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Hazelnut - 2.85, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90, Large Flavoured latte - Caramel - 2.85",13.5,CARD,6869055049171736
12/06/2022 09:20,Uppingham,Sheree Lindgren,"Regular Hot chocolate - 2.20, Large Mocha - 2.70, Regular Flavoured latte - Caramel - 2.55",7.45,CARD,4195028986982547
12/06/2022 09:21,Uppingham,Alfonso Harris,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured latte - Hazelnut - 2.55, Large Flavoured latte - Hazelnut - 2.85",8.0,CASH,
12/06/2022 09:22,Uppingham,Fred Hackathorn,Large Hot chocolate - 2.90,2.9,CARD,7642061496701544
12/06/2022 09:23,Uppingham,Denise Washington,"Large Flavoured latte - Caramel - 2.85, Large Mocha - 2.70, Regular Red Label tea - 1.20",6.75,CASH,
