12/06/2022 09:00,Longridge,Jim Brown,"Regular Mocha - 2.30, Regular Glass of milk - 0.70",3.0,CASH,
12/06/2022 09:01,Longridge,Joy Abplanalp,"Large Smoothies - Glowing Greens - 2.50, Large Glass of milk - 1.10, Large Flavoured iced latte - Caramel - 3.25",6.85,CARD,9622847609116785
12/06/2022 09:02,Longridge,Beatrice Corso,"Large Speciality Tea - Earl Grey - 1.60, Large Smoothies - Glowing Greens - 2.50",4.1,CARD,4901445141206707
12/06/2022 09:03,Longridge,Harry Cates,"Regular Frappes - Strawberries & Cream - 2.75, Large Flavoured iced latte - Caramel - 3.25, Large Smoothies - Glowing Greens - 2.50, Large Mocha - 2.70, Large Smoothies - Glowing Greens - 2.50",13.7,CASH,
12/06/2022 09:04,Longridge,Don Byrd,"Regular Smoothies - Glowing Greens - 2.00, Large Mocha - 2.70, Large Smoothies - Glowing Greens - 2.50, Regular Speciality Tea - Earl Grey - 1.30",8.5,CASH,
12/06/2022 09:05,Longridge,Charles Visher,"Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30",4.05,CASH,
12/06/2022 09:06,Longridge,Zenia Coffield,"Regular Smoothies - Glowing Greens - 2.00, Large Speciality Tea - Earl Grey - 1.60, Regular Speciality Tea - Earl Grey - 1.30",4.9,CARD,5910492708444920
12/06/2022 09:07,Longridge,William Guerrero,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25, Large Glass of milk - 1.10",7.1,CARD,3025695263083137
12/06/2022 09:08,Longridge,Diane Colpitts,"Large Flavoured iced latte - Caramel - 3.25, Large Smoothies - Glowing Greens - 2.50",5.75,CARD,9676761431739772
12/06/2022 09:09,Longridge,Edwin Scoles,"Regular Glass of milk - 0.70, Large Frappes - Strawberries & Cream - 3.25",3.95,CASH,
